"chromosome"	"start.pos"	"end.pos"	"Bf"	"N.BAF"	"sd.BAF"	"depth.ratio"	"N.ratio"	"sd.ratio"	"CNt"	"A"	"B"	"LPP"
"chr7"	105609107	105843032	0.0963731313603048	168	0.070523484572499	0.649897804007206	4957	0.164453487411547	2	2	0	-6.7652923864076
"chr7"	105845440	106038607	0.07389751790332	140	0.0292540165108039	0.658342905628119	4086	0.167732606370744	2	2	0	-6.76035326680387
"chr7"	106045833	106159707	0.0841335126989257	194	0.0333686551900245	0.636526934899644	2514	0.200617339841897	2	2	0	-6.74263640751129
"chr7"	106159741	106434496	0.0811644700596661	231	0.0462035904163634	0.663802742800014	5828	0.170333298126967	2	2	0	-6.73721661426175
"chr7"	106434866	106628679	0.0886267484920623	273	0.0406883675731018	0.607578343638966	4213	0.18016323938036	2	2	0	-6.77385563285119
"chr7"	106631097	106631901	0.322344571844729	14	0.069961095939493	0.612771972549493	31	0.178356330544114	13	9	4	-6.79105645398201
"chr7"	106632082	107003386	0.0908320402027353	267	0.0685990471083357	0.651754168533863	7835	0.165248833329063	2	2	0	-6.74840705821144
"chr7"	107004180	107153655	0.0857126504433083	152	0.039119321604043	0.634220497066336	3210	0.170528172881696	2	2	0	-6.74696889417685
"chr7"	107359908	120769426	0.458643574117836	8888	0.0366009249636579	1.17056336158374	275468	0.21537147090937	4	2	2	-6.81382424511031
"chr7"	120774523	121459113	0.0754315947100797	203	0.0343714507241717	0.635600968189609	14140	0.14201477613681	2	2	0	-6.74987558184061
"chr7"	121463140	122163223	0.0946520773554332	184	0.0536733419051426	0.630588966834634	14402	0.140043705990332	2	2	0	-6.79119915725108
"chr7"	122165007	122217489	0.0828067706851874	48	0.0440907349428587	0.64319073345963	1124	0.177774630368072	2	2	0	-6.73548267595772
"chr7"	122217930	122632175	0.0845277682605726	385	0.0497442882143941	0.621317347136872	8847	0.174273959058808	2	2	0	-6.75120843896441
"chr7"	122633207	122900148	0.0768880959771007	250	0.039485295722753	0.651042894587724	5686	0.173871126199413	2	2	0	-6.7369902415416
"chr7"	122900255	123954849	0.0851701233388024	704	0.0451013566202482	0.633447787836108	22184	0.158758534994029	2	2	0	-6.75184081507922
"chr7"	123957067	124046617	0.0725946297735997	54	0.0290376571815151	0.654926643669129	1874	0.168772604824381	2	2	0	-6.77214881978219
"chr7"	124047107	124068466	0.0787134577518182	33	0.0345197571886541	0.628134353950977	473	0.193658995934097	2	2	0	-6.73416392980678
"chr7"	124069775	124518235	0.0721503628702051	703	0.0310943074721362	0.670566079093092	9888	0.204865051567152	2	2	0	-6.77939198423888
"chr7"	124518738	124655472	0.0846063850359759	189	0.0372791194631192	0.613141710214683	2987	0.181974687651082	2	2	0	-6.74923509304506
"chr7"	124656344	125356733	0.0788876000641408	170	0.0505141890237325	0.629026913572222	14385	0.137035740266964	2	2	0	-6.75070520567162
"chr7"	125358579	126089878	0.0836474944563685	882	0.0380479157188542	0.597677632784335	15846	0.175174365706207	2	2	0	-6.82653301992493
"chr7"	126089886	126269970	0.0837151033477423	130	0.0438238879430209	0.630978639881208	3778	0.162004107253556	2	2	0	-6.73985966649255
"chr7"	126272544	126507194	0.0859888836421397	289	0.0462194200472489	0.626661580966326	4974	0.184795394688153	2	2	0	-6.74720295341846
"chr7"	126510109	126655887	0.0783851801874586	349	0.0338459852807665	0.673750379004693	3322	0.215981444102671	2	2	0	-6.73752016055134
"chr7"	126656173	126877764	0.0824386925698074	251	0.0320284092020808	0.61273519095771	4766	0.177734714494587	2	2	0	-6.74880748324689
"chr7"	126878511	127208040	0.0738899749196796	114	0.0449753404116997	0.654895618217098	6825	0.144599542055216	2	2	0	-6.7455539174893
"chr7"	127208509	127423553	0.0800365893250882	212	0.0376213845151101	0.628949127395509	4611	0.173981095099852	2	2	0	-6.73637825551825
"chr7"	127425322	127509628	0.0668056965456734	166	0.0265686488115488	0.709476099600501	1912	0.235550079510943	3	3	0	-6.88482213346257
"chr7"	127510196	127598814	0.0809484454315772	89	0.0351906379740614	0.623699502544169	1874	0.181454419605777	2	2	0	-6.73560133176828
"chr7"	127599761	128285314	0.0796430105876263	52	0.035711825276161	0.664609416472332	14004	0.126091411585293	2	2	0	-6.75205303120929
"chr7"	128287621	128718592	0.0787509798081083	586	0.0366514520093699	0.67705902206776	9519	0.200151434883716	2	2	0	-6.74716779804658
"chr7"	128719406	128798118	0.0701725455950779	91	0.0287744459958614	0.700840413139162	1713	0.203554077333271	2	2	0	-6.80960938101285
"chr7"	128798276	128798330	0.418376229803798	9	0.0647186217405779	0.531292668402289	9	0.131774217677224	12	7	5	-6.73979486730205
"chr7"	128798334	129257667	0.0759361596560699	213	0.0347535939890334	0.671361566268129	9634	0.155276380888963	2	2	0	-6.75704053693673
"chr7"	129259397	129516077	0.0737787797708943	183	0.03226593395836	0.680222840697596	5419	0.175031437557448	2	2	0	-6.76800111525908
"chr7"	129516095	130009690	0.0786007868370958	296	0.0472648514422697	0.67503582899805	10448	0.164225273649998	2	2	0	-6.75349729232183
"chr7"	130011448	130219983	0.0718640692187814	113	0.0341888717376769	0.693207351700899	4369	0.164093692061773	2	2	0	-6.78905888136758
"chr7"	130220417	130335604	0.0705206616834657	91	0.0299118362645617	0.657315844397597	2457	0.180541236271246	2	2	0	-6.79330644262527
"chr7"	130335663	130575197	0.080605141386948	184	0.0301626810930309	0.666432321625951	5068	0.165798052136054	2	2	0	-6.73792319811349
"chr7"	130578226	142294431	0.459352544281842	9676	0.0382870227049943	1.19296908171403	248051	0.214499717160128	4	2	2	-6.76950658267432
"chr7"	142302804	142352155	0.316699831062265	201	0.0676525764071655	1.30623324652459	1227	0.276257331776401	6	4	2	-6.85473349515391
"chr7"	142352162	142456230	0.454192664493521	153	0.037299419995841	1.23977388692787	2278	0.219019768696398	4	2	2	-6.74279122805453
"chr7"	142456287	142525747	0.336235798853344	863	0.076505803709958	1.40767972955899	2361	0.335984560079487	6	4	2	-6.75398238506072
"chr7"	142527239	144377550	0.458726848501446	575	0.0407958604142052	1.23702039937302	19015	0.223143232161247	4	2	2	-6.79345217962654
"chr7"	144637062	144739798	0.0876077033757455	236	0.0422788732035908	0.578610487004822	2348	0.205048572123114	2	2	0	-6.77052412554877
"chr7"	144739835	144766699	0.0832627290376119	47	0.0317496713073082	0.667619703098612	599	0.201708750770117	2	2	0	-6.73973499848324
"chr7"	144768819	145463783	0.0892104593104295	457	0.0539329562709274	0.621245363018621	14558	0.156531189379429	2	2	0	-6.77804893825119
"chr7"	145463892	145568923	0.0751698930617299	157	0.0354349862314667	0.651170808545728	2302	0.20539982431056	2	2	0	-6.74424861234692
"chr7"	145569252	146274978	0.0864330007823278	315	0.0361400297324837	0.60656002318745	14684	0.147899864805709	2	2	0	-6.83088708946051
"chr7"	146275905	146866761	0.0796428460849545	586	0.0498692368159704	0.630079904697029	12575	0.177880011812187	2	2	0	-6.74076464223023
"chr7"	146867029	147364575	0.0937546870556987	451	0.050363525987945	0.601297957054738	10595	0.160148535454418	2	2	0	-6.83880222789227
"chr7"	147364634	147480906	0.455740778951499	270	0.0339233985760366	1.18817946126227	2632	0.217852902097098	4	2	2	-6.75020122324569
"chr7"	147481162	147788829	0.0863468647362123	319	0.0345335819938448	0.599469905001604	6582	0.167143600813914	2	2	0	-6.7911582397527
"chr7"	147789199	147860871	0.0800534991700896	175	0.059917294942021	0.662663717644329	1550	0.244347300634635	2	2	0	-6.73345130971034
"chr7"	147861017	147875571	0.0877614512455405	72	0.0461260244658083	0.546598414628921	378	0.252637747190218	2	2	0	-6.75382261144468
"chr7"	147879479	147990073	0.0824832549282382	185	0.0344455214548441	0.660488730466392	2460	0.200716041705847	2	2	0	-6.73685213458786
"chr7"	147990789	148180444	0.0830229851685908	179	0.032434878480388	0.626458464439251	4062	0.168613825589603	2	2	0	-6.74231491800462
"chr7"	148181278	148519987	0.0894117141846724	350	0.0636909253710555	0.641473225236535	7239	0.173530309273062	2	2	0	-6.74655500607455
"chr7"	148520087	148622783	0.0753838370572022	130	0.033197071520591	0.683680492802957	2222	0.194062407801923	2	2	0	-6.74965424162854
"chr7"	148633948	148981801	0.0953510069785576	132	0.0664740835370881	0.655327579441265	7226	0.145777016218764	2	2	0	-6.7665083488827
"chr7"	148983319	149386066	0.081257875137486	232	0.0308896737973318	0.66216760271068	8509	0.157094606475315	2	2	0	-6.73938857560324
"chr7"	149386191	149494369	0.0724872126691938	127	0.0282130112403762	0.631085358930865	2353	0.175598984937903	2	2	0	-6.77661437377917
"chr7"	149497080	149918799	0.0754875548531546	285	0.0416410001501088	0.665364464660066	8894	0.170436643470724	2	2	0	-6.74702788767474
"chr7"	149918846	150002052	0.1076039361168	84	0.0913705047248704	0.642855968061096	1754	0.183631853202004	2	2	0	-6.78733351255629
"chr7"	150003359	150003793	0.421696634455046	9	0.141859085010443	0.565967552428965	19	0.150576513937956	5	3	2	-6.75103139644447
"chr7"	150003924	150033221	0.0790697924987896	53	0.0703512027412523	0.652897929573309	653	0.210477648345893	2	2	0	-6.73317042029762
"chr7"	150033469	150042114	0.262116230237033	49	0.155893864885195	0.775803888881397	235	0.291975390067664	4	3	1	-6.74643824735606
"chr7"	150042481	150427975	0.0734775708349191	156	0.051108623922054	0.663916895352021	7892	0.159030692629364	2	2	0	-6.74901233420754
"chr7"	150428040	150512645	0.0658801703209867	98	0.0335918497724377	0.641124221378912	1828	0.183534559097002	2	2	0	-6.83740469708691
"chr7"	150513060	150683943	0.0734333727992899	472	0.0276193570640341	0.740358113759471	3960	0.258086955884484	2	2	0	-6.79475404005987
"chr7"	150686429	151053893	0.0852260071054045	111	0.0464636604721555	0.661854848040046	7596	0.147753074640994	2	2	0	-6.74591517546174
"chr7"	151056340	151210266	0.0702787745237091	134	0.0279411876127615	0.675960943304474	3262	0.180274947485303	2	2	0	-6.81038005027108
"chr7"	151210600	151402676	0.0826171446169703	245	0.0422638908176452	0.651741053259432	4188	0.182991776380209	2	2	0	-6.73551702636788
"chr7"	151404167	151680870	0.0732216829373253	286	0.0398505737067573	0.701050756430343	5938	0.204321007866755	2	2	0	-6.77602439340962
"chr7"	151681082	151714846	0.0874788949483433	66	0.0382540062956679	0.646546393124621	758	0.202780060171636	2	2	0	-6.75584359789943
"chr7"	151714945	151875309	0.0939520003271897	159	0.0765570595124797	0.662351284929105	3437	0.183178734897235	2	2	0	-6.75448799064345
"chr7"	151875312	151971237	0.107741685533987	91	0.0785347484589256	0.648591553968959	2065	0.172627796965252	2	2	0	-6.80696432832589
"chr7"	151971350	152219613	0.0770920859951371	98	0.0381815235387919	0.65821149715399	5162	0.147675090980622	2	2	0	-6.73859801606786
"chr7"	152229936	152416528	0.340737306065675	166	0.14718564735197	0.676652206463397	3996	0.154780334211883	2	1	1	-7.05614049403145
"chr7"	152420372	152710542	0.0892633862340706	351	0.0615777610776866	0.644033484017931	6336	0.192051411245114	2	2	0	-6.74665032317355
"chr7"	152710836	153042712	0.0734595920439043	317	0.0483432822070716	0.661765397829169	7006	0.188046622044621	2	2	0	-6.74694253069815
"chr7"	153045445	153631905	0.0910669817002024	528	0.0640342798094395	0.608937492812336	12491	0.163131975345609	2	2	0	-6.79868574874837
"chr7"	153632434	153764521	0.069756504997934	100	0.0327135347147836	0.630823909831361	2756	0.168218881809363	2	2	0	-6.79310786648791
"chr7"	153765290	153925221	0.090997628535243	179	0.0441249588011529	0.59311795350657	3432	0.176977493222968	2	2	0	-6.79297296154141
"chr7"	153925297	154051732	0.0786480574089266	191	0.0686983867233084	0.631329562601913	2730	0.202063489196902	2	2	0	-6.73435691079695
"chr7"	154051792	154205786	0.236874254966994	152	0.140489717605509	0.587704186328668	3280	0.157416915818908	2	2	0	-7.43497654062914
"chr7"	154240219	155334636	0.0936872287817959	941	0.0784723353131598	0.64094662557609	19638	0.17470520493118	2	2	0	-6.75300984350957
"chr7"	155334852	155338469	0.334985897725573	35	0.154448501112178	0.614030818890445	119	0.207954805795352	3	2	1	-6.74843748800342
"chr7"	155338589	156136585	0.0939239041073188	727	0.0826835142088602	0.654364864731006	17049	0.174406961531933	2	2	0	-6.75209407605627
"chr7"	156136860	156249490	0.074483621743659	70	0.030919062175252	0.625049402542296	2316	0.152288743778354	2	2	0	-6.75552183574949
"chr7"	156265176	156266908	0.404725568693479	13	0.0968388166504342	0.592547676871935	50	0.138300148302192	5	3	2	-6.77706348954662
"chr7"	156273777	156331651	0.0719153464315216	69	0.0272124585955275	0.623709786951866	1263	0.185215946082349	2	2	0	-6.78693637786509
"chr7"	156331879	156607950	0.105589199795704	203	0.0919225253712797	0.641231822794661	5879	0.157275387265228	2	2	0	-6.77965649430253
"chr7"	156608337	156704839	0.0833710502133537	85	0.0421174228903475	0.641704744499748	2058	0.165633136297206	2	2	0	-6.7369924336038
"chr7"	156708220	156957469	0.0780418960276108	261	0.0348141412741355	0.683770779359918	5391	0.189675713606114	2	2	0	-6.7477320418298
"chr7"	156957542	157044261	0.0700279729563483	134	0.0257738714115042	0.644360041708763	1949	0.19516234613834	2	2	0	-6.82164227945837
"chr7"	157046052	157645417	0.0772349855639747	489	0.0659693773519052	0.675162668596535	12749	0.17788480478537	2	2	0	-6.75490144815689
"chr7"	157648115	157657795	0.39864798791373	14	0.0580829739952412	0.635883802359678	213	0.139242130926281	5	3	2	-6.94242188666428
"chr7"	157659338	157854367	0.0893295194058135	225	0.0940474198611513	0.682647424248353	4198	0.193801819808082	2	2	0	-6.74795730792307
"chr7"	157854579	157937116	0.156377539765338	99	0.116683150174003	0.616712814798116	1780	0.168084176824299	2	2	0	-6.98363421383436
"chr7"	157938564	158015126	0.0739536874693641	101	0.0484585706486162	0.674105505747057	1653	0.188749004089236	2	2	0	-6.74457147580013
"chr7"	158015488	158070520	0.127854346030153	106	0.0936493013546009	0.618599805564127	1241	0.197673081503529	2	2	0	-6.88739459074718
"chr7"	158070680	158146380	0.139420967220292	161	0.12842815498865	0.653262421107269	1699	0.242959951354377	2	2	0	-6.85885221077008
"chr7"	158147182	158188597	0.327118590929257	94	0.126701106710031	0.633935275568936	987	0.171125629381742	3	2	1	-6.87055279904376
"chr7"	158189055	158311152	0.083776949905144	134	0.0584133956347849	0.636910707830525	2621	0.181436920891372	2	2	0	-6.73606152854283
"chr7"	158314911	158342343	0.354567716611426	77	0.0924225008333311	0.643194652006591	548	0.180741315875079	3	2	1	-6.7967772471523
"chr7"	158344741	158477481	0.168489742081352	376	0.119278439105569	0.609553950385133	3141	0.221705079489437	2	2	0	-7.05198202904124
"chr7"	158478140	158668216	0.136655116291223	147	0.126793147251407	0.655732328796837	4019	0.157135425193284	2	2	0	-6.85133553155287
"chr7"	158668238	158900404	0.100547898157714	328	0.0754406421140735	0.630803417405365	5069	0.184749522300608	2	2	0	-6.77975970778341
"chr7"	158910416	158917089	0.313680177543418	27	0.0863910311109334	0.755837343816477	172	0.291110699759531	7	5	2	-6.8005702383311
"chr7"	158917229	159163391	0.111929741431853	201	0.103807249145348	0.620194203039302	5228	0.160390649069139	2	2	0	-6.79938197167447
"chr7"	159163957	159208989	0.345649040837827	73	0.132116472010723	0.641880877420167	974	0.151582030431539	3	2	1	-6.88173861043877
"chr7"	159218079	159332497	0.0911663421247877	252	0.0393883633050743	0.58180087934169	2615	0.19982117538713	2	2	0	-6.80006254761529
"chr8"	73534	283095	0.303464285010554	54	0.135802956693956	0.606673140497447	2193	0.136410111457912	2	1	1	-7.38863231363984
"chr8"	290018	546494	0.105183394935758	522	0.0658330514569764	0.556816307393208	5756	0.184985148469611	2	2	0	-6.9188494658669
"chr8"	546764	1234341	0.115506050157044	948	0.0988898519348023	0.592528455944364	14658	0.173896375095983	2	2	0	-6.91247612571375
"chr8"	1234998	1248492	0.290047488854362	58	0.122234639188504	0.574742925850452	290	0.224438747284561	4	3	1	-6.83043864595207
"chr8"	1248504	1336166	0.0914519970093288	207	0.0821048321438885	0.613980347223147	2007	0.233066962424911	2	2	0	-6.74729834350596
"chr8"	1337441	1352064	0.324915439893582	92	0.146559137773076	0.620471373069897	415	0.223091947271331	3	2	1	-6.78046942597062
"chr8"	1353272	1458493	0.0920796247734509	199	0.0672777980959828	0.612990907700313	2071	0.2239555175341	2	2	0	-6.75592536837097
"chr8"	1459087	1464400	0.348618043268087	31	0.118114742827127	0.634858947164968	117	0.157370499345493	3	2	1	-6.75103201522054
"chr8"	1464411	1732741	0.108741165222394	411	0.0913122412660015	0.617244290622483	5860	0.187766895037944	2	2	0	-6.80186327036995
"chr8"	1733567	1836693	0.0873672394285832	205	0.0800614840250579	0.674773710227444	2313	0.205074336587951	2	2	0	-6.74072917085882
"chr8"	1837098	1874068	0.196531820991309	102	0.115164002308377	0.58045704363424	866	0.202940338581668	1	1	0	-6.98535953027001
"chr8"	1874257	2085447	0.0855410889053889	303	0.064652859664538	0.650869503854092	4588	0.190965571277837	2	2	0	-6.73755984942625
"chr8"	2085517	2086451	0.33613886837992	32	0.0869151827469487	0.986937707446706	44	0.310019381512381	6	4	2	-6.73885549867174
"chr8"	2086680	2224575	0.0695727209887144	147	0.0301792396588015	0.647132155277413	2977	0.179702469486361	2	2	0	-6.80388749462593
"chr8"	2236159	2446909	0.291977292034078	107	0.179025171881404	0.625531940353437	1725	0.181100252616325	2	1	1	-7.17176643520656
"chr8"	2475437	2500150	0.077738148138859	89	0.035997439189365	0.558768198006187	527	0.246544942640565	2	2	0	-6.74062909457393
"chr8"	2500261	3240201	0.0781367843049787	984	0.0471023169796569	0.630598390923644	16144	0.18543333844735	2	2	0	-6.74230208080966
"chr8"	3240250	4950883	0.0848456662122525	3619	0.0473032717665951	0.597262358296578	38561	0.202482696714185	2	2	0	-6.89435866039225
"chr8"	4951761	5131144	0.0834534280864836	451	0.0472074471849687	0.636820124925637	4120	0.214908627141253	2	2	0	-6.73679584393732
"chr8"	5131145	5150859	0.086871272505797	91	0.0363274518881212	0.511414828995176	497	0.225842435949438	2	2	0	-6.76715561851304
"chr8"	5151304	5373821	0.0781977796757963	578	0.0341527136803622	0.641040724682233	5136	0.220316595587467	2	2	0	-6.73493233279746
"chr8"	5384234	5384430	0.30861412491438	15	0.0803081564973322	0.614682041004627	20	0.19223316434394	10	7	3	-6.7405600438706
"chr8"	5384927	5479511	0.0820643914560397	258	0.0375889425728667	0.588819857172497	2198	0.212684630327949	2	2	0	-6.74588608144103
"chr8"	5479568	5713450	0.0792719889229727	444	0.0330434059201108	0.637550135999007	5227	0.202826432003503	2	2	0	-6.73403756560115
"chr8"	5713752	5904728	0.085434595740459	228	0.0403159509182973	0.594602452117799	4092	0.167123270278004	2	2	0	-6.77283089949924
"chr8"	5905825	7340155	0.083725768282204	1614	0.0578276236951801	0.632903788434809	17766	0.225059696332236	2	2	0	-6.74355071261084
"chr8"	7404752	8145839	0.288396169647805	89	0.126272453984795	0.769122106134069	1551	0.370133621005945	3	2	1	-6.98211335395996
"chr8"	8264686	12013439	0.0829897708842583	354	0.063410489152828	0.781999078043955	10362	0.329248391427702	3	3	0	-7.33121220472933
"chr8"	12156911	12665255	0.372322093065632	126	0.123373546339999	1.02710541318496	1307	0.305805849619918	3	2	1	-6.78971160284018
"chr8"	12681454	13891053	0.0808260406692846	1309	0.0398174657288506	0.629551886660102	16707	0.203788984168588	2	2	0	-6.74606888381142
"chr8"	13891079	14041209	0.0759660088356544	485	0.0312945122025149	0.702390472812251	3563	0.257856607105385	2	2	0	-6.75219494169613
"chr8"	14041271	14486655	0.0792738442661006	655	0.03879967850908	0.619139341368053	9765	0.185285955276275	2	2	0	-6.74810780598409
"chr8"	14487446	14488884	0.428155356714331	54	0.0571587739262968	0.807082794327011	97	0.126436749872073	7	4	3	-6.77745998555819
"chr8"	14488988	14982336	0.0822934661098062	536	0.0385937527061379	0.613279230652871	10590	0.17502995897239	2	2	0	-6.76242586957666
"chr8"	14983221	15220912	0.0820114883766113	372	0.041992127966059	0.606588180623505	5223	0.196312622423112	2	2	0	-6.74962873870456
"chr8"	15225818	15314747	0.078395999316832	193	0.0304267671378815	0.661089139375583	2007	0.20201051105982	2	2	0	-6.73532941765247
"chr8"	15315600	15354623	0.0932392857764801	133	0.0378075555334017	0.543787625276422	919	0.221197092876539	2	2	0	-6.82003239824717
"chr8"	15354728	15613595	0.0848733069956967	525	0.045306934414839	0.643571506452845	5778	0.211107221767906	2	2	0	-6.74003715765509
"chr8"	15616333	17793958	0.0788466588440346	2443	0.0409899429257707	0.645168938153269	46928	0.183488438009586	2	2	0	-6.73376586460407
"chr8"	17796263	17827588	0.403529845775114	9	0.166874037658482	0.637526352434474	655	0.129392968922804	2	1	1	-6.7794259208199
"chr8"	17832690	18056608	0.077754454062268	264	0.0508289641108275	0.694256301246791	4835	0.195271478490988	2	2	0	-6.75179452607685
"chr8"	18059837	18850361	0.0768619978463351	793	0.0330540676549589	0.656082759662131	16886	0.184182680975137	2	2	0	-6.74126999019663
"chr8"	18850766	19004516	0.0732193311704357	383	0.0303414429534791	0.709775890377409	3542	0.242125671254543	2	2	0	-6.77643330125912
"chr8"	19005094	19460546	0.0772223236574396	604	0.0348523650120018	0.645503790748635	9911	0.191250405525222	2	2	0	-6.73688460166518
"chr8"	19461484	19461849	0.346758827588069	26	0.074563839452151	0.701271378535447	34	0.200473034624131	3	2	1	-6.73640070798003
"chr8"	19462114	20330371	0.0775586413110541	1183	0.0355826318541012	0.644209751164496	18954	0.187281284188259	2	2	0	-6.73611009029135
"chr8"	20333144	20732875	0.08307021599342	278	0.0402275274808598	0.610166548434998	8418	0.154260660482252	2	2	0	-6.77063397285526
"chr8"	20733085	20802391	0.0768373371139246	111	0.0305442952472957	0.673103059166646	1541	0.205201881042254	2	2	0	-6.74104238511741
"chr8"	20804823	21036978	0.0850068558536822	254	0.0345953987855303	0.611747284773156	4991	0.17110055644368	2	2	0	-6.76030392967388
"chr8"	21037300	21310448	0.0775022609772827	209	0.0265575733431552	0.636507245147698	5754	0.15818172508375	2	2	0	-6.74004994303714
"chr8"	21310983	21314048	0.351971766486192	14	0.0757337731504538	0.653470878716038	74	0.14586042381619	3	2	1	-6.74303153477422
"chr8"	21340548	22107602	0.0864415945182557	496	0.0593887293982394	0.640303907032931	10837	0.172027404942756	2	2	0	-6.74166755666771
"chr8"	22108499	22226990	0.066001306537378	65	0.029688430147372	0.682013547233232	2487	0.153342297620773	2	2	0	-6.87211545980281
"chr8"	22227140	22645476	0.0782332474051952	402	0.0321804656384134	0.655692193946017	8995	0.175095946889846	2	2	0	-6.73636413126009
"chr8"	22648389	23502800	0.0771453446170619	698	0.0435610322014055	0.682394100728121	18182	0.175313829549331	2	2	0	-6.78302074601865
"chr8"	23520563	23623656	0.080750639514237	270	0.0335585019810382	0.599630621999388	2370	0.218147725286676	2	2	0	-6.74077878346795
"chr8"	23623663	27278599	0.073986302055409	3540	0.0354314126704457	0.662121865557374	78056	0.183682955774356	2	2	0	-6.78557135438685
"chr8"	27280334	27873718	0.0825427770969356	519	0.0464054378229514	0.641953374415894	12677	0.167975309108454	2	2	0	-6.73554582242755
"chr8"	27873867	28869525	0.0750964456664705	546	0.0469899646724418	0.674498018759466	20922	0.161791137289988	2	2	0	-6.77934239652543
"chr8"	28878647	29372618	0.0954181653362941	388	0.0689015677392148	0.660967456736483	10459	0.17174848301186	2	2	0	-6.76759664073932
"chr8"	29372665	31446051	0.0749775520592072	1428	0.0395018931515697	0.666557926744508	43498	0.168647289074842	2	2	0	-6.78195430125879
"chr8"	31449778	32181287	0.0795893237244443	320	0.0336713484742162	0.620257464375991	15230	0.143403457773615	2	2	0	-6.77044670777399
"chr8"	32181620	32398868	0.0812367987415299	323	0.0386474414830849	0.640815027623596	4761	0.194028454850415	2	2	0	-6.73394108177676
"chr8"	32399806	32419655	0.0695708195972618	30	0.0294754134831049	0.585540719434586	436	0.191551765751072	2	2	0	-6.81051076476213
"chr8"	32421170	32571656	0.0745670438189926	231	0.031477448091889	0.640284922782277	3321	0.187344943045987	2	2	0	-6.75115199768963
"chr8"	32575431	33003317	0.0860203248477055	119	0.0547706148726225	0.609915337593105	8573	0.135328723021934	2	2	0	-6.78827981943921
"chr8"	33010428	33417619	0.0751238412419667	493	0.0307708167261036	0.643106343373565	8746	0.181185295276359	2	2	0	-6.74834018700565
"chr8"	33418275	35071769	0.0888395543974476	265	0.05422551722321	0.614191034485137	33877	0.127455944183792	2	2	0	-6.90833127722907
"chr8"	35072629	37188532	0.0767311048445144	528	0.0403423505384456	0.625918934127054	43488	0.136162034705294	2	2	0	-6.81003662671881
"chr8"	37188949	37292138	0.0862769961455201	104	0.0379561564118309	0.614065573281304	2206	0.160492010412741	2	2	0	-6.75585466948828
"chr8"	37294046	38744411	0.0750487896857313	563	0.0483060797010155	0.673135205059938	30111	0.154413851821114	2	2	0	-6.79677913937029
"chr8"	38745099	38917178	0.0892162707660201	181	0.0440153790300643	0.639400328365311	3717	0.177534409105222	2	2	0	-6.75962785364412
"chr8"	38918542	39574504	0.0715475978684559	321	0.0387061798759823	0.670534696876633	13686	0.161054927198495	2	2	0	-6.78113314914161
"chr8"	39574519	39689284	0.143482703698536	92	0.101288615647655	0.641812548082816	2439	0.16238128313427	2	2	0	-6.96004077134596
"chr8"	39689973	40334599	0.0763832137894513	475	0.0310573388182303	0.661308658507289	13638	0.170505356706089	2	2	0	-6.74769199716549
"chr8"	40352637	41282899	0.0796599638413562	1306	0.0414489394801615	0.623379403789584	20144	0.18904489368369	2	2	0	-6.7542952581104
"chr8"	41285142	42708414	0.0753362008670239	760	0.0356936527593634	0.668638654823595	29766	0.159737094369907	2	2	0	-6.77985493732814
"chr8"	42709588	43024867	0.0761444162928242	160	0.0307557780786005	0.681193710085101	6562	0.171148517330471	2	2	0	-6.75972393374287
"chr8"	43035792	43235646	0.0853693668441922	98	0.0546371934843395	0.650787710077072	4178	0.154570664318844	2	2	0	-6.73899385396497
"chr8"	43237639	43242341	0.329928668196328	112	0.111906962586866	0.626736299077827	278	0.227330393387767	3	2	1	-6.76426428318802
"chr8"	43243912	43382364	0.0840971454172419	129	0.0368649342456756	0.635454460214833	2957	0.178203540032596	2	2	0	-6.74123591712113
"chr8"	43384062	43576082	0.0800540595930846	190	0.0654216365729662	0.688292555574472	4116	0.19002843184541	2	2	0	-6.74532052280985
"chr8"	43577577	43940679	0.0889088103529027	403	0.0500703691083565	0.668401889251182	7756	0.193506638100643	2	2	0	-6.75819663501068
"chr8"	43941158	45197582	0.199905399336266	276	0.158518064082035	0.767872112264695	3178	0.42412016541154	2	2	0	-7.17889158830083
"chr8"	45200141	45927332	0.209570084229636	168	0.170221266857637	0.650016193715904	1470	0.461082701453882	2	2	0	-7.06198588744997
"chr8"	45927537	45939640	0.358950796743563	43	0.111195930158081	0.154000865667596	191	0.146985068871652	0	0	0	-7.16311723558167
"chr8"	45940489	46278261	0.089128824638168	342	0.0509155518121579	0.635135894602803	6887	0.182100997316859	2	2	0	-6.75426696796927
"chr8"	46278589	46898799	0.0775572295210773	803	0.0322511767123571	0.645862816492591	13434	0.185767275367778	2	2	0	-6.73650914156019
"chr8"	46899941	49322369	0.0862106828621892	1344	0.0454058638783284	0.624178474858067	50727	0.149007578523852	2	2	0	-6.82626951184857
"chr8"	49322971	50705418	0.0948809626815303	452	0.0630004486587906	0.607779099828603	28646	0.138677114700233	2	2	0	-6.92905792567711
"chr8"	50712463	51344603	0.0827655379115424	538	0.0350140428289298	0.627004849855412	13392	0.163726324679894	2	2	0	-6.75043629951213
"chr8"	51347101	51442146	0.0810784685528057	150	0.0312346706920987	0.581609012254935	2086	0.182202568147696	2	2	0	-6.75308077634137
"chr8"	51443584	51479949	0.0762768896830506	63	0.0329459673397655	0.645005504956395	809	0.202596535825656	2	2	0	-6.74070850783752
