Hugo_Symbol	100-PM-064_LCM3
GRM7-AS2	-3.249
AC066585.1	-3.249
GRM7-AS1	-3.249
AC077690.1	-3.249
LMCD1-AS1	-3.249
AC018832.1	-3.249
AC023481.1	-3.249
RNU4ATAC17P	-3.249
LMCD1	-3.249
AC034187.1	-3.249
SSUH2	-3.249
OR7E122P	-3.249
CAV3	-3.249
OXTR	-3.249
RAD18	-3.249
AC034186.2	-3.249
AC034186.1	-3.249
SRGAP3	-3.249
SRGAP3-AS1	-3.249
AC037193.1	-3.249
SRGAP3-AS2	-3.249
SRGAP3-AS3	-3.249
SRGAP3-AS4	-3.249
AC026191.1	1.207
PGAM1P4	1.207
THUMPD3-AS1	1.207
THUMPD3	1.207
SETD5	1.207
LHFPL4	1.207
DUSP5P2	1.207
MTMR14	1.207
AC022382.2	1.207
CPNE9	1.352
BRPF1	1.352
OGG1	1.352
CAMK1	1.352
TADA3	1.352
ARPC4	1.361
ARPC4-TTLL3	1.361
TTLL3	1.361
AC022382.1	1.361
RPUSD3	1.361
CIDEC	1.361
JAGN1	1.361
IL17RE	1.361
IL17RC	1.361
RNU6-882P	1.361
AC018809.3	1.515
CRELD1	1.515
AC018809.1	1.515
PRRT3	1.515
PRRT3-AS1	1.515
AC018809.2	1.515
EMC3	1.515
EMC3-AS1	1.515
CYCSP10	1.596
AC022007.1	1.596
CIDECP1	1.596
FANCD2	1.576
RNU6-670P	1.596
CYCSP11	1.641
FANCD2OS	1.594
BRK1	1.594
VHL	1.355
AC034193.1	1.355
IRAK2	1.355
TATDN2	1.459
AC022384.1	1.459
LINC00852	1.459
GHRL	1.266
GHRLOS	1.266
AC022384.2	1.459
SEC13	1.266
ATP2B2	1.266
MIR378B	1.266
MIR885	1.266
ATP2B2-IT1	1.269
ATP2B2-IT2	1.269
LINC00606	1.402
AC018495.1	1.402
SLC6A11	1.402
AC027128.1	1.402
SLC6A1	1.402
SLC6A1-AS1	1.402
AC066580.1	1.402
HRH1	1.402
AC083855.2	1.402
CHCHD4P4	1.402
ATG7	1.239
AC083855.1	1.402
AC026185.1	1.402
AC022001.1	1.239
VGLL4	1.303
AC022001.2	1.427
AC022001.3	1.427
TAMM41	1.458
FANCD2P2	1.365
CYCSP12	1.365
NUP210P2	1.167
MARK2P14	1.167
AC090958.1	1.167
RN7SL147P	1.495
SYN2	1.402
ACTG1P12	1.495
TIMP4	1.402
MTCO1P5	1.402
GSTM5P1	1.458
PPARG	1.458
AC091492.1	1.458
TSEN2	1.458
RNA5SP123	0
RNU6-377P	0
MKRN2OS	1.468
MKRN2	1.468
AC018500.1	0
RAF1	1.453
CRIP1P1	1.453
TMEM40	0
KRT18P17	1.278
CAND2	1.278
AC034198.2	1.278
RPL32	1.278
SNORA7A	1.278
AC034198.1	1.278
LINC02022	1.278
IQSEC1	0.8366
AC069271.1	0.9053
NUP210	0.7698
AC027124.2	0.9137
AC027124.1	0.9137
HDAC11-AS1	0.9137
HDAC11	0.9137
FBLN2	0.7443
LINC00620	0.9186
WNT7A	1.126
VN1R20P	1.126
FGD5P1	1.275
TPRXL	1.275
AC090004.2	1.275
VN1R21P	1.275
CHCHD4	1.275
TMEM43	1.275
AC090004.1	1.275
AC093495.1	1.275
XPC	1.275
LSM3	1.275
AC093496.1	1.218
LINC01267	1.218
RNA5SP124	1.218
SLC6A6	1.218
GRIP2	1.218
RNU6-905P	1.218
RHBDF1P1	1.218
AC090952.2	1.218
AC090952.1	1.218
CCDC174	1.218
C3orf20	1.218
AC090957.1	1.218
AC087591.1	1.218
LINC02011	1.218
FGD5	1.218
FGD5-AS1	1.218
NR2C2	1.218
MRPS25	1.218
RBSN	1.218
AC090954.1	1.218
RPS3AP53	1.218
COL6A4P1	1.218
CAPN7	1.218
SH3BP5-AS1	1.218
SH3BP5	0.8616
RNU6-454P	0.8616
HMGN2P7	0.8616
METTL6	0.8616
EAF1	0.8616
RNU6-1024P	0.8616
EAF1-AS1	0.8616
COLQ	0.8616
MIR4270	0.8616
AC027129.1	0.8616
RN7SL110P	0.8616
HACL1	0.8616
BTD	0.8616
ANKRD28	0.8616
MIR3134	0.8616
AC090950.2	0.8616
AC090950.1	0.8616
RN7SL4P	0.8616
AC090945.1	0.8616
MIR563	0.8616
IMPDH1P8	0.8616
AC090946.1	0.8033
GALNT15	0.234
AC090953.2	0.234
DPH3	0.234
OXNAD1	0.234
AC090953.1	0.234
RFTN1	0.2205
AC090948.1	0.234
AC090948.2	0.234
AC090948.3	0.234
AC090948.4	0.2205
AC010727.1	0.2205
LINC00690	0.2205
AC010139.1	0.2205
DAZL	0.2205
AC091493.1	0.2205
CDYLP1	0.2205
PLCL2	0.2205
MIR3714	0.2205
PLCL2-AS1	0.2205
AC090644.1	0.2205
TBC1D5	-0.6852
AC090960.1	0.2205
AC140076.1	0.2205
RNU7-10P	0.2205
AC104451.1	0.2205
AC104451.2	0.2205
AC104297.1	0.2205
PDCL3P3	0.2205
AC132807.1	0.2205
AC132807.2	0.2205
SATB1	-0.6852
AC144521.1	-0.6852
SATB1-AS1	-0.7403
RAD23BP1	-0.6739
RNU6-138P	-0.6251
KCNH8	0.2078
MIR4791	0.2078
AC061958.1	0.2078
EFHB	0.2078
HSPA8P18	0.2078
RAB5A	0.2078
PP2D1	0.2078
RNU4-85P	0.2078
SAP18P3	0.2078
RPL39P18	0.2078
KAT2B	0.2078
MIR3135A	0.2078
SGO1	0.2078
SGO1-AS1	0.2078
RNU6-822P	0.2078
AC116096.1	0.2078
RNU6-815P	0.2078
AC099753.1	0.2078
VENTXP7	0.2078
ZNF385D	0.2078
ZNF385D-AS1	0.2078
ZNF385D-AS2	0.2078
HMGB1P5	0.2078
AC092421.1	0.2078
AC114477.1	0.2078
RANP7	0.2078
SALL4P5	0.2078
RPL24P7	0.2078
UBE2E2-AS1	0.2078
UBE2E2	0.2078
AC104741.1	0.2078
AC121251.1	0.2078
RNU6-922P	0.2078
RNU6-788P	0.2078
UBE2E1-AS1	0.2078
UBE2E1	0.2078
ARL4AP4	0.2078
NKIRAS1	0.2078
RPL15	0.2078
NR1D2	0.2078
LINC00691	0.2078
NPM1P23	0.2078
THRB	0.2078
RPL31P20	0.2078
THRB-IT1	0.2078
THRB-AS1	0.2078
AC012087.2	0.2078
AC012087.1	0.2078
EIF3KP2	0.2078
AC092422.1	0.2078
RN7SL216P	0.2078
RNA5SP125	0.2078
RARB	0.2078
CFL1P7	0.2078
RNA5SP126	0.2078
H3P10	0.2078
AC093416.1	0.2078
TOP2B	0.2078
AC093416.2	0.2078
MIR4442	0.2078
CRIP1P2	0.2078
NGLY1	0.2078
AC092798.1	0.2078
TAF9BP1	0.2078
OXSM	0.2078
LINC00692	0.2078
RPEP2	0.2078
HMGB3P12	0.2078
VENTXP4	0.2078
AC099754.1	0.2078
LRRC3B	0.2078
NEK10	0.2078
MICOS10P3	0.2078
RNU6-342P	0.2078
AC099535.2	0.2078
SLC4A7	0.2078
RPS20P15	0.2078
AC099535.1	0.2078
RNU1-96P	0.2078
AC137675.1	0.2078
AC137675.2	0.2078
AC098614.1	0.2078
AC098614.3	0.2078
AC098614.2	0.2078
LINC02084	0.2078
EOMES	0.2078
LINC01980	0.2078
LINC01981	0.2078
LINC01967	0.2078
CMC1	0.2078
AZI2	0.2078
ZCWPW2	0.2078
AC098650.1	-0.6988
FAM96AP1	0.2078
AC093142.1	0.2078
RBMS3	-0.6988
RBMS3-AS3	0.2078
MESTP4	0.2078
RPS12P5	-0.6159
RBMS3-AS2	-0.6988
MTND4LP9	-0.6051
RBMS3-AS1	-0.6545
AC025614.3	-0.7352
AC025614.1	-0.7352
AC025614.2	-0.7352
LINC01985	-0.5994
AC116035.1	-0.5994
TGFBR2	-0.6788
AC096921.1	-0.5994
AC096921.2	-0.6788
GADL1	-0.6788
MIR466	-0.6788
CNN2P6	-0.6788
RNA5SP127	-0.6788
H3P11	0
THRAP3P1	-0.5876
STT3B	-0.5876
OSBPL10	-0.647
OSBPL10-AS1	-0.5876
ZNF587P1	-0.5876
ZNF860	0.2879
RPL21P40	-0.538
AC094019.1	-0.538
AC094019.3	-0.538
NIFKP7	-0.538
GPD1L	-0.538
AC094019.2	-0.538
RPSAP11	-0.6139
AC097639.1	-0.6139
CMTM8	-0.6139
AC097639.2	0
KRT18P15	-0.5592
CMTM7	0.3131
CMTM6	0.3131
MIR548AY	0.3131
AC104306.1	0.3131
DYNC1LI1	0.3131
AC104306.2	0.3131
IGBP1P3	0.3131
RPL30P4	0.3131
CNOT10	0.3131
CNOT10-AS1	0.3131
SUGT1P2	0.3131
RPL23AP43	0.3131
TRIM71	0.3131
CCR4	0.3131
GLB1	0.3131
SEC13P1	0.3131
SUMO2P10	0.3131
TMPPE	0.3131
RN7SL296P	0.3131
CRTAP	0.3131
AC112211.1	0.3131
SUSD5	0.3131
AC123900.1	0.3131
FBXL2	-0.5944
UBP1	-0.5944
RNU7-110P	-0.5944
RNA5SP128	-0.5944
CLASP2	-0.5944
COX6CP10	-0.5944
AC112220.1	-0.5944
SDAD1P3	-0.5944
AC112220.2	-0.5944
PDCD6IP	-0.5944
LINC01811	-0.6878
AC123023.2	-0.6149
AC123023.1	-0.67
AC018359.1	-0.6708
AC007483.1	-0.6708
FECHP1	-0.6708
KRT8P18	-0.6708
RNU6-243P	-0.6708
ARPP21	-0.6708
ARPP21-AS1	-0.6708
MIR128-2	-0.6325
AC104308.1	-0.6325
RFC3P1	-0.6325
STAC	-0.6325
NBPF21P	-0.6325
RN7SKP227	-0.6325
DCLK3	-0.6325
HSPD1P6	-0.6325
LINC02033	-0.6325
AC105749.1	-0.6325
TRANK1	-0.6325
AC011816.1	-0.6325
RNU6ATAC4P	-0.6212
AC011816.2	-0.6212
PRADC1P1	-0.6212
EPM2AIP1	-0.6212
MLH1	-0.6212
RPL29P11	-0.6212
LRRFIP2	-0.6212
AC006583.1	-0.6212
UBE2D3P2	-0.6212
RNU6-1301P	-0.6212
UBE2FP1	-0.6212
AC126118.1	-0.6212
AC097359.1	-0.6212
AC097359.3	-0.6212
AC097359.2	-0.6212
GOLGA4	-0.6212
TCEA1P2	-0.6212
RNA5SP129	-0.6212
C3orf35	-0.6212
ITGA9	-0.6212
RNU7-73P	-0.5695
ITGA9-AS1	-0.5695
RPL21P135	-0.5695
NDUFAF4P3	-0.5695
CTDSPL	-0.5695
MIR26A1	-0.5695
VILL	-0.5695
PLCD1	-0.5695
AC144536.1	-0.5695
DLEC1	-0.5695
PPP2R2DP1	-0.5695
ACAA1	-0.5695
AP006309.1	-0.5695
MYD88	-0.5695
OXSR1	-0.6025
SLC22A13	-0.6025
AP006193.1	-0.6025
SLC22A14	-0.6088
RNU6-235P	-0.6025
DLEC1P1	-0.6088
XYLB	-0.6088
ACVR2B-AS1	0
ACVR2B	-0.6578
EXOG	-0.6578
AP006241.1	-0.6578
DDTP1	-0.6578
RPL18AP7	-0.6578
SCN5A	-0.6578
SCN10A	-0.6578
AC116038.1	-0.5977
SCN11A	-0.5977
RNU6-1227P	-0.5977
WDR48	-0.5977
GORASP1	-0.5977
TTC21A	-0.5977
MIR6822	-0.5977
CSRNP1	-0.5977
AC092053.4	-0.5977
AC092053.3	-0.5977
AC092053.1	-0.5977
AC092053.5	-0.5977
XIRP1	-0.5977
AC092053.7	-0.5977
DSTNP4	-0.5977
AC092053.6	-0.5977
CX3CR1	-0.6145
AC092053.2	-0.6145
AC104850.2	-0.6145
CCR8	-0.6145
HNRNPA1P21	-0.6145
AC104850.1	-0.6145
EEF1A1P24	-0.6145
SLC25A38	-0.6145
RPSA	-0.6145
SNORA6	-0.6145
SNORA62	-0.6145
AC099332.2	-0.6145
AC099332.1	-0.6145
MOBP	-0.6145
AC092058.1	-0.6145
NFU1P1	-0.6145
MYRIP	-0.6721
RNU4-56P	-0.6721
EIF1B-AS1	-0.6721
RN7SL411P	-0.6721
AC099331.1	-0.6721
EIF1B	-0.6721
ENTPD3-AS1	-0.6721
PGAM1P3	-0.6721
ENTPD3	-0.6721
RPL14	-0.6721
ZNF619	-0.6721
ZNF620	-0.6721
RNU5B-2P	-0.6721
ZNF621	-0.6721
RPL5P10	-0.6721
EEF1GP3	-0.6721
AC122683.1	-0.6721
HMGN2P24	-0.6072
AC099560.1	-0.6708
AC099560.2	-0.6708
AC099541.2	-0.6708
AC099541.1	-0.6708
AC009743.1	-0.6634
MRPS31P1	-0.5497
CTNNB1	-0.5497
ULK4	-0.646
AC099537.1	-0.5497
RN7SKP58	-0.5497
ATP6V0E1P2	-0.5497
AC104305.1	-0.5497
AC137935.1	-0.646
RPL36P20	-0.646
GEMIN2P2	-0.646
TRAK1	-0.5963
AC093414.1	-0.5963
TPMTP2	-0.5963
RNU4-78P	-0.5963
CCK	-0.5963
AC018358.1	-0.5963
SALL4P6	-0.5963
EIF4BP4	-0.5963
LYZL4	-0.5963
AC092047.1	-0.5963
VIPR1	-0.5963
VIPR1-AS1	-0.5963
SEC22C	-0.5963
SS18L2	-0.5963
NKTR	-0.5963
AC006059.1	-0.5963
ZBTB47	-0.5963
AC006059.5	-0.5963
RN7SL567P	-0.5963
KLHL40	-0.5963
HHATL	-0.5963
AC006059.3	-0.5963
HHATL-AS1	-0.5963
CCDC13	-0.5963
AC006059.2	-0.5963
AC006059.4	-0.5963
CCDC13-AS1	-0.5963
LINC02158	-0.5963
HIGD1A	-0.5963
AC099329.1	-0.5963
ACKR2	-0.5963
AC099329.2	-0.5963
AC092042.3	-0.5963
KRBOX1	-0.5963
CYP8B1	-0.5963
HNRNPA1P22	-0.5963
ZNF662	-0.5963
KRBOX1-AS1	-0.5963
GASK1A	-0.5963
AC092042.2	-0.5963
POMGNT2	-0.5963
AC092042.1	-0.5963
AC092042.4	-0.5963
SNRK	-0.5963
RN7SL517P	-0.5963
SNRK-AS1	-0.5963
ANO10	-0.5963
AC097638.2	-0.5963
AC097638.1	-0.5963
ABHD5	-0.5963
AC006055.1	-0.5963
AC006058.2	-0.5963
AC006058.3	-0.5963
RNU6-367P	-0.6217
MIR138-1	-0.6217
AC006058.4	-0.6217
AC006058.1	-0.6217
TOPAZ1	-0.6217
AC104187.1	-0.6217
TCAIM	-0.6217
C3orf86	-0.6217
LINC01988	-0.6217
ZNF445	-0.6217
ZNF852	-0.6217
EI24P3	-0.6217
AC099669.1	-0.6217
ZKSCAN7	-0.6217
ZKSCAN7-AS1	-0.6217
ZNF660	-0.6217
MPRIPP1	-0.6217
ZNF197	-0.6217
ZNF197-AS1	-0.6217
ZNF35	-0.6217
AC124045.1	-0.6217
SOCS5P3	-0.6217
ZNF502	-0.6217
ZNF501	-0.6217
KIAA1143	-0.6217
KIF15	-0.6217
MIR564	-0.6217
TMEM42	-0.6217
TGM4	-0.6217
AC098649.1	-0.6217
ZDHHC3	-0.6217
RPL12P44	-0.6217
EXOSC7	-0.6217
CLEC3B	-0.6217
RNU5B-3P	-0.6217
CDCP1	-0.573
RPS24P8	-0.573
TMEM158	-0.573
AC010170.1	-0.573
LARS2	-0.5949
LARS2-AS1	-0.5949
LIMD1	-0.5949
LIMD1-AS1	-0.5949
SACM1L	-0.5949
RN7SL145P	-0.5949
AC098476.1	-0.5949
SLC6A20	-0.5949
LZTFL1	-0.5949
AC099782.3	-0.5949
AC099782.2	-0.5949
CCR9	-0.5949
AC099782.1	-0.5949
FYCO1	-0.5949
CXCR6	-0.5949
XCR1	-0.5949
NRBF2P2	-0.5949
FLT1P1	-0.5949
CCR3	-0.5949
CCR1	-0.5949
UQCRC2P1	-0.5949
CCR2	-0.5949
CCR5AS	-0.5949
CCR5	-0.5949
CCRL2	-0.5949
LINC02009	-0.5949
LTF	-0.5949
RTP3	-0.5949
LRRC2	-0.5949
LRRC2-AS1	-0.5949
TDGF1	-0.5949
AC104304.2	-0.5949
FAM240A	-0.5949
AC104304.3	-0.5949
AC104304.1	-0.5949
ALS2CL	-0.5949
TMIE	-0.5949
AC109583.1	-0.5949
PRSS50	-0.5949
PRSS46P	-0.5949
PRSS45P	-0.5949
AC109583.4	-0.5949
AC134504.1	-0.5949
AC109583.2	-0.5949
PRSS44P	-0.5949
PRSS42P	-0.5949
MYL3	-0.5949
PTH1R	-0.5949
AC109583.3	-0.5949
CCDC12	-0.5949
NBEAL2	-0.5949
NRADDP	-0.5949
SETD2	-0.5949
MRPL57P3	-0.5949
KIF9-AS1	-0.5949
KIF9	-0.5949
SNORD13P3	-0.5949
KLHL18	-0.5949
AC104447.1	-0.5949
AC099778.1	-0.5949
PTPN23	-0.5949
SCAP	-0.5949
AC099778.2	-0.5949
ELP6	-0.5949
BOLA2P2	-0.5949
RN7SL870P	-0.5949
CSPG5	-0.5949
SMARCC1	-0.5949
AC112512.1	-0.5949
AC130472.1	-0.5949
DHX30	-0.5949
AC026318.1	-0.5949
MIR1226	-0.4855
MAP4	-0.547
AC139667.1	-0.4855
VPS26BP1	-0.4855
AC124916.2	-0.547
RN7SL664P	-0.547
AC124916.1	-0.547
CDC25A	-0.547
SNRPFP4	-0.547
RNU7-128P	-0.547
NDUFB1P1	-0.547
MIR4443	-0.547
CAMP	-0.547
ZNF589	-0.547
MRPS18AP1	-0.547
AC105267.1	-0.547
NME6	-0.547
FCF1P2	-0.547
SPINK8	-0.547
MIR2115	-0.547
FBXW12	-0.547
RN7SL321P	-0.547
PLXNB1	-0.547
CCDC51	-0.547
TMA7	-0.547
AC134772.1	-0.547
ATRIP	-0.547
TREX1	-0.547
SHISA5	-0.547
PFKFB4	-0.5097
MIR6823	-0.5097
UCN2	-0.5097
COL7A1	-0.5097
MIR711	-0.5097
UQCRC1	-0.5097
TMEM89	-0.5097
SLC26A6	-0.5097
MIR6824	-0.5097
CELSR3	-0.5097
MIR4793	-0.5097
LINC02585	-0.5097
AC141002.1	-0.5097
NCKIPSD	-0.5097
IP6K2	-0.5097
PRKAR2A	-0.5097
PRKAR2A-AS1	-0.5097
SLC25A20	-0.5097
ARIH2OS	-0.5097
ARIH2	-0.5097
AC137630.2	-0.5097
AC137630.1	-0.5097
AC137630.4	-0.5097
P4HTM	-0.5097
AC137630.5	-0.5097
WDR6	-0.5097
DALRD3	-0.5097
MIR425	-0.5097
NDUFAF3	-0.5097
MIR191	-0.5097
IMPDH2	-0.5097
AC137630.3	-0.5097
QRICH1	-0.5097
RN7SL182P	-0.5097
QARS1	-0.5097
MIR6890	-0.5097
USP19	-0.5097
LAMB2	-0.5097
AC135506.1	-0.5097
CCDC71	-0.5097
KLHDC8B	-0.5097
C3orf84	-0.5097
CCDC36	-0.5097
AC121247.3	-0.5097
AC121247.2	-0.5097
C3orf62	-0.5097
AC121247.1	-0.5097
MIR4271	-0.5097
USP4	-0.5097
GPX1	-0.5097
RHOA	-0.5097
RHOA-IT1	-0.5097
TCTA	-0.5097
AC104452.1	-0.5097
AMT	-0.5097
NICN1	-0.5097
RNA5SP130	-0.5097
DAG1	-0.5097
BSN-DT	-0.5097
BSN	-0.5097
BSN-AS1	-0.5097
APEH	-0.5097
MST1	-0.5097
AC099668.1	-0.5097
RNF123	-0.5097
AMIGO3	-0.5097
GMPPB	-0.5097
IP6K1	-0.5097
COX6CP14	0
AC139451.1	-0.4882
CDHR4	-0.4882
INKA1	-0.4882
UBA7	-0.4882
MIR5193	-0.4882
TRAIP	0.3494
CAMKV	0.3494
RN7SL217P	0.3494
ACTBP13	0.3494
MST1R	0.3494
AC105935.2	0.3494
AC105935.1	0.3494
MON1A	0.3494
RBM6	0.3494
RBM5	0.3494
RBM5-AS1	0.3494
SEMA3F-AS1	-0.5414
SEMA3F	-0.5414
AC104450.1	-0.5414
GNAT1	-0.5414
SLC38A3	-0.5414
GNAI2	-0.5414
MIR5787	-0.5414
U73169.1	-0.5414
U73166.1	-0.5414
SEMA3B-AS1	-0.5414
SEMA3B	-0.5414
MIR6872	-0.5414
LSMEM2	-0.5414
IFRD2	-0.5414
HYAL3	-0.5414
NAA80	-0.5414
HYAL1	-0.5414
HYAL2	-0.5414
TUSC2	-0.5414
RASSF1	-0.5414
RASSF1-AS1	-0.5414
ZMYND10-AS1	-0.5414
ZMYND10	-0.5414
NPRL2	-0.5414
CYB561D2	-0.5414
Z84492.2	-0.5414
TMEM115	-0.5414
CACNA2D2	-0.5414
Z84492.1	0
RNA5SP131	0.2842
C3orf18	0.2842
HEMK1	0.2842
AC096920.1	0.2842
CISH	0.2842
MAPKAPK3	0.2842
LINC02019	0.2842
DOCK3	0.2842
MIR4787	0.2842
PPIAP69	0.2842
AC126120.1	0.2842
ZNF652P1	0.2842
ST13P14	0.2842
MANF	0.2842
RBM15B	0.2842
DCAF1	0.2842
RAD54L2	0.2842
RNU6ATAC29P	0.2842
TEX264	0.2842
AC099050.1	0.2842
RNA5SP132	0.2842
GRM2	0.2842
IQCF6	-0.4837
AC097636.2	-0.4837
AC097636.1	-0.4837
IQCF3	-0.4837
IQCF2	-0.4837
RN7SL504P	-0.4837
IQCF5-AS1	-0.4837
IQCF5	-0.4837
IQCF1	0.3266
AC115284.4	0.3266
RRP9	0.3266
PARP3	0.3266
AC115284.2	0.3266
GPR62	0.3266
PCBP4	0.3266
AC115284.1	0.3266
ABHD14B	0.3266
ABHD14A	0.3266
ABHD14A-ACY1	0.3266
ACY1	0.3266
RPL29	0.3266
AC115284.3	0.3266
DUSP7	0.3266
POC1A	0.3266
AC097637.3	0.3266
ALDOAP1	0.3266
ALAS1	0.3266
AC097637.2	0.3266
TLR9	0.3266
AC097637.1	0.3266
TWF2	0.3266
AC006252.1	0.3266
PPM1M	0.3266
WDR82	0.3266
MIRLET7G	0.3266
GLYCTK	0.3266
GLYCTK-AS1	0.3266
MIR135A1	0.3266
DNAH1	0.3266
AC092045.1	0.3266
BAP1	0.3266
PHF7	0.3266
SEMA3G	0.3266
TNNC1	0.3266
NISCH	0.3266
STAB1	0.3266
NT5DC2	0.3266
SMIM4	0.3266
PBRM1	-0.5371
RNU6-856P	0.3266
RNU6ATAC16P	0.3266
GNL3	-0.5371
AC104446.3	-0.5371
AC104446.1	-0.5371
SNORD19	-0.5371
SNORD19B	-0.5371
SNORD19C	-0.5371
SNORD69	-0.5371
GLT8D1	-0.5371
SPCS1	-0.5371
NEK4	-0.5371
AC104446.2	-0.5371
AC006254.2	-0.5371
AC006254.3	-0.5371
ITIH1	-0.5371
ITIH3	-0.5371
ITIH4	-0.5371
AC006254.1	-0.5371
ITIH4-AS1	-0.5371
MUSTN1	-0.5371
STIMATE-MUSTN1	-0.5371
STIMATE	-0.5371
MIR8064	-0.5371
AC099667.1	-0.5371
SFMBT1	-0.5371
AC096887.1	-0.5371
AC096887.2	-0.5371
SERBP1P3	-0.5371
RFT1	-0.5691
PRKCD	-0.5691
AC097015.1	-0.5543
TKT	-0.5543
DCP1A	-0.5543
AC112218.2	-0.5543
CACNA1D	-0.5815
SNORD38C	-0.5543
AC112218.1	-0.5543
AC092035.1	-0.5543
AC005905.1	-0.5543
AC012467.1	-0.5815
CHDH	-0.5815
IL17RB	-0.5815
AC012467.2	-0.5815
ACTR8	-0.5815
SELENOK	-0.5815
AC115282.2	-0.5815
CABYRP1	-0.5815
AC115282.1	-0.5815
CACNA2D3	-0.6992
RPS15P5	-0.6992
ESRG	-0.6992
CACNA2D3-AS1	-0.6992
LRTM1	-0.6992
AC092059.1	-0.6992
LINC02017	-0.6734
LINC02030	-0.6734
AC121764.2	-0.6734
AC121764.3	-0.6734
WNT5A	-0.6734
WNT5A-AS1	-0.6734
AC121764.1	-0.6734
ERC2	-0.7155
AC025572.1	-0.6734
ERC2-IT1	-0.7155
MIR3938	-0.6775
RN7SKP45	-0.5828
RNA5SP133	-0.5828
CCDC66	-0.5543
TASOR	-0.5543
ARHGEF3	-0.5887
ARHGEF3-AS1	-0.5519
SPATA12	-0.5519
AC097358.2	-0.5519
IL17RD	-0.5519
AC097358.1	-0.5519
HESX1	-0.5519
APPL1	-0.5519
ASB14	-0.5519
AC093928.1	-0.5519
DNAH12	-0.6386
AC092418.1	-0.461
RNU6-1181P	-0.461
RNF7P1	-0.461
AC092418.2	-0.461
RNU6-108P	-0.461
RNU6-483P	-0.461
AC092418.3	-0.461
PDE12	-0.461
ARF4	-0.5565
ARF4-AS1	-0.5565
RNU6ATAC26P	-0.5565
DENND6A	-0.5565
DENND6A-AS1	-0.5565
DENND6A-DT	-0.5565
SLMAP	-0.5565
PDHA1P1	-0.5565
PPIAP16	-0.5565
FLNB	-0.5906
FLNB-AS1	-0.5906
AC137936.1	-0.5906
AC137936.2	-0.5906
DNASE1L3	-0.5906
ABHD6	-0.4903
RPP14	0.2214
HTD2	0.2214
AC098479.1	0.2214
PXK	0.2214
AC135507.2	0.2214
PDHB	0.2214
AC135507.1	0.2214
AC116036.2	0.2214
KCTD6	0.2214
ACOX2	0.2214
AC116036.1	0.2214
FAM107A	0.2214
AC119424.1	0.2214
FAM3D-AS1	0.2214
FAM3D	0.2214
C3orf67	0.2214
C3orf67-AS1	0.2214
AC126121.3	0.2214
AC138057.1	0.2214
AC126121.2	0.2214
AC126121.1	0.2214
AC126121.4	0.2214
FHIT	0.2214
AC093418.1	0.2214
AC104164.2	0.2214
MIR548BB	0.2214
PPIAP70	0.2214
AC104164.1	0.2214
PPIAP71	0.2214
AC096917.1	0.2214
PTPRG	0.2214
AC096919.1	0.2214
RPL10AP6	0.2214
RNU2-10P	0.2214
AC104849.1	0.2214
PTPRG-AS1	0.2214
C3orf14	0.2214
FEZF2	0.2214
CADPS	0.2214
AC012519.1	0.2214
RN7SL863P	0.2214
RNU6-139P	0.2214
AC096915.1	0.2214
LINC00698	0.2214
KRT8P35	0.2214
UBL5P3	0.2214
SYNPR	0.2214
SYNPR-AS1	0.2214
RNA5SP134	0.2214
SNTN	0.2214
AC104162.1	0.2214
C3orf49	0.2214
THOC7	0.2214
THOC7-AS1	0.2214
AC104162.2	0.2214
ATXN7	0.2214
SCAANT1	0.2214
PSMD6-AS2	0.2214
AC012557.1	0.2214
PSMD6	0.2214
PSMD6-AS1	0.2214
AC012557.2	0.2214
AC092040.2	0.2214
AC092040.1	0.2214
LINC00994	0.2214
PRICKLE2	0.2214
PRICKLE2-AS1	0.2214
PRICKLE2-AS2	0.2214
PRDX3P4	0.2214
PRICKLE2-AS3	0.2214
PRICKLE2-DT	0.2214
RNU6-739P	0.2214
ADAMTS9	0.2214
ADAMTS9-AS1	0.2214
ADAMTS9-AS2	0.2214
LINC02040	0.2214
MAGI1	0.2214
AC121493.1	0.2214
ILF2P1	0.2214
RPL17P17	0.2214
MAGI1-IT1	0.2214
MAGI1-AS1	0.2214
AC106827.1	0.2214
AC106827.2	0.2214
SLC25A26	0.2214
RNU6-787P	0.2214
RN7SL482P	0.2214
LRIG1	0.2214
AC104440.1	0.2214
RPL21P41	0.2214
AC098969.2	0.2214
AC098969.1	0.2214
AC020655.1	0.2214
KBTBD8	0.2214
MIR4272	0.2214
AC114401.1	0.2214
SUCLG2	0.2214
NDUFB4P1	0.2214
SUCLG2-AS1	0.2214
TAFA1	0.2214
COPS8P2	0.2214
AC107626.1	0.2214
AC104167.1	0.2214
AC096922.1	0.2214
PSMC1P1	0.2214
TAFA4	0.2214
RNA5SP135	0.2214
EOGT	0.2214
AC109587.1	0.2214
TMF1	0.2214
MIR3136	0.2214
UBA3	0.2214
ARL6IP5	0.2214
LMOD3	0.2214
FRMD4B	0.2214
RBM43P1	0.2214
AC099328.1	0.2214
AC099328.2	0.2214
AC104445.1	0.2214
MITF	0.2214
RN7SL418P	0.2214
SAMMSON	0.2214
AC139700.1	0.2214
UQCRHP4	0.2214
MDFIC2	0.2214
AC104633.1	0.2214
AC104633.2	0.2214
COX6CP6	0.2214
HMGB1P36	0.2214
RNU6-281P	0.2214
FOXP1	0.2214
AC097634.4	0.2214
FOXP1-AS1	0.2214
